Episode,TotalReward,Steps,drop_passsenger_pick_ghost,delivered_passenger,Rollbacks
626,0.0,1000,0,0,1000
627,-2.0,1000,0,0,998
628,19.0,705,0,1,703
629,-3.0,1000,0,0,997
630,19.0,530,0,1,528
631,0.0,1000,0,0,1000
632,0.0,1000,0,0,1000
633,0.0,1000,0,0,1000
634,0.0,1000,0,0,1000
635,0.0,1000,0,0,1000
636,0.0,1000,0,0,1000
637,0.0,1000,0,0,1000
638,0.0,1000,0,0,1000
639,-2.0,1000,0,0,998
640,-1.0,1000,0,0,999
641,0.0,1000,0,0,1000
642,20.0,456,0,1,455
643,0.0,1000,0,0,1000
644,-1.0,1000,0,0,999
645,-1.0,1000,0,0,999
646,0.0,1000,0,0,1000
647,-2.0,1000,0,0,998
648,0.0,1000,0,0,1000
649,-1.0,1000,0,0,999
650,-3.0,1000,0,0,997
651,0.0,1000,0,0,1000
652,-1.0,1000,0,0,999
653,-1.0,1000,0,0,999
654,0.0,1000,0,0,1000
655,-3.0,1000,0,0,997
656,-2.0,1000,0,0,998
657,-3.0,1000,0,0,997
658,-1.0,1000,0,0,999
659,0.0,1000,0,0,1000
660,-1.0,1000,0,0,999
661,-1.0,1000,0,0,999
662,-1.0,1000,0,0,999
663,-1.0,1000,0,0,999
664,0.0,1000,0,0,1000
665,0.0,1000,0,0,1000
666,0.0,1000,0,0,1000
667,0.0,1000,0,0,1000
668,-1.0,1000,0,0,999
669,0.0,1000,0,0,1000
670,-1.0,1000,0,0,999
671,0.0,1000,0,0,1000
672,0.0,1000,0,0,1000
673,0.0,1000,0,0,1000
674,0.0,1000,0,0,1000
675,0.0,1000,0,0,1000
676,0.0,1000,0,0,1000
677,0.0,1000,0,0,1000
678,0.0,1000,0,0,1000
679,0.0,1000,0,0,1000
680,0.0,1000,0,0,1000
681,19.0,730,0,1,728
682,0.0,1000,0,0,1000
683,0.0,1000,0,0,1000
684,0.0,1000,0,0,1000
685,-1.0,1000,0,0,999
686,0.0,1000,0,0,1000
687,0.0,1000,0,0,1000
688,0.0,1000,0,0,1000
689,0.0,1000,0,0,1000
690,0.0,1000,0,0,1000
691,0.0,1000,0,0,1000
692,0.0,1000,0,0,1000
693,-2.0,1000,0,0,998
694,-2.0,1000,0,0,998
695,0.0,1000,0,0,1000
696,0.0,1000,0,0,1000
697,0.0,1000,0,0,1000
698,0.0,1000,0,0,1000
699,0.0,1000,0,0,1000
700,0.0,1000,0,0,1000
701,0.0,1000,0,0,1000
702,-1.0,1000,0,0,999
703,0.0,1000,0,0,1000
704,0.0,1000,0,0,1000
705,0.0,1000,0,0,1000
706,0.0,1000,0,0,1000
707,-2.0,1000,0,0,998
708,0.0,1000,0,0,1000
709,0.0,1000,0,0,1000
710,0.0,1000,0,0,1000
711,0.0,1000,0,0,1000
712,-2.0,1000,0,0,998
713,0.0,1000,0,0,1000
714,-2.0,1000,0,0,998
715,0.0,1000,0,0,1000
716,0.0,1000,0,0,1000
717,-1.0,1000,0,0,999
718,0.0,1000,0,0,1000
719,0.0,1000,0,0,1000
720,-2.0,1000,0,0,998
721,0.0,1000,0,0,1000
722,-2.0,1000,0,0,998
723,0.0,1000,0,0,1000
724,0.0,1000,0,0,1000
725,0.0,1000,0,0,1000
726,0.0,1000,0,0,1000
727,-1.0,1000,0,0,999
728,0.0,1000,0,0,1000
729,-1.0,1000,0,0,999
730,0.0,1000,0,0,1000
731,-1.0,1000,0,0,999
732,0.0,1000,0,0,1000
733,0.0,1000,0,0,1000
734,-1.0,1000,0,0,999
735,0.0,1000,0,0,1000
736,0.0,1000,0,0,1000
737,0.0,1000,0,0,1000
738,0.0,1000,0,0,1000
739,0.0,1000,0,0,1000
740,0.0,1000,0,0,1000
741,0.0,1000,0,0,1000
742,0.0,1000,0,0,1000
743,-1.0,1000,0,0,999
744,0.0,1000,0,0,1000
745,-1.0,1000,0,0,999
746,-1.0,1000,0,0,999
747,0.0,1000,0,0,1000
748,0.0,1000,0,0,1000
749,0.0,1000,0,0,1000
750,0.0,1000,0,0,1000
751,19.0,817,0,1,815
752,-1.0,1000,0,0,999
753,0.0,1000,0,0,1000
754,0.0,1000,0,0,1000
755,0.0,1000,0,0,1000
756,-3.0,1000,0,0,997
757,0.0,1000,0,0,1000
758,0.0,1000,0,0,1000
759,0.0,1000,0,0,1000
760,0.0,1000,0,0,1000
761,-1.0,1000,0,0,999
762,0.0,1000,0,0,1000
763,0.0,1000,0,0,1000
764,0.0,1000,0,0,1000
765,0.0,1000,0,0,1000
766,0.0,1000,0,0,1000
767,0.0,1000,0,0,1000
768,0.0,1000,0,0,1000
769,0.0,1000,0,0,1000
770,0.0,1000,0,0,1000
771,0.0,1000,0,0,1000
772,0.0,1000,0,0,1000
773,0.0,1000,0,0,1000
774,0.0,1000,0,0,1000
775,-1.0,1000,0,0,999
776,0.0,1000,0,0,1000
777,0.0,1000,0,0,1000
778,0.0,1000,0,0,1000
779,0.0,1000,0,0,1000
780,0.0,1000,0,0,1000
781,0.0,1000,0,0,1000
782,-1.0,1000,0,0,999
783,0.0,1000,0,0,1000
784,-2.0,1000,0,0,998
785,0.0,1000,0,0,1000
786,0.0,1000,0,0,1000
787,0.0,1000,0,0,1000
788,0.0,1000,0,0,1000
789,-1.0,1000,0,0,999
790,0.0,1000,0,0,1000
791,0.0,1000,0,0,1000
792,-1.0,1000,0,0,999
793,-2.0,1000,0,0,998
794,0.0,1000,0,0,1000
795,0.0,1000,0,0,1000
796,0.0,1000,0,0,1000
797,19.0,325,0,1,323
798,0.0,1000,0,0,1000
799,-1.0,1000,0,0,999
800,-1.0,1000,0,0,999
801,-2.0,1000,0,0,998
